title	abstract	publication_year	authors	source	publication_month	publication_day
Macron 62	Nous généraliserons Erasmus et l'étendrons aux apprentis. 200 000 étudiants et apprentis français partiront chaque année dans un pays de l'Union européenne. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 63	Nous construirons une Europe qui nous  protège. Nous proposerons avec l'Allemagne une Europe de la défense associant les pays volontaires, en créant un Fonds européen de défense qui financera des équipements militaires communs (comme les drones européens) et un Quartier Général européen permanent.	2017	Emmanuel Macron	En Marche !	3	2
Macron 64	Nous construirons une Europe qui protège nos industries stratégiques. Nous voulons un mécanisme de contrôle des investissements étrangers en Europe afin de préserver nos secteurs stratégiques. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 65	Dans la discussion du Brexit, nous défendrons l'intégrité du marché unique européen. Toutes les entreprises qui y accèdent doivent être soumises aux mêmes disciplines.	2017	Emmanuel Macron	En Marche !	3	2
Macron 66	Nous créerons un marché unique du numérique en Europe. Un fonds de capital-risque permettra de financer le développement des start-ups européennes.	2017	Emmanuel Macron	En Marche !	3	2
Macron 67	Nous créerons un marché unique de l'énergie en Europe. Nous fixerons un prix plancher du carbone dans les pays de l'Union.	2017	Emmanuel Macron	En Marche !	3	2
Macron 68	Nous donnerons la parole au peuple. Nous proposerons des conventions citoyennes dans toute l'Europe dès la fin de l'année  2017 pour redonner un sens au projet européen. Ces conventions aboutiront à un projet qui sera ensuite adopté par tous les pays qui le souhaitent. Aucun État membre n'aura le pouvoir de bloquer cette nouvelle étape.	2017	Emmanuel Macron	En Marche !	3	2
Macron 69	Nous augmenterons le minimum vieillesse de 100 euros par mois. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 70	Nous créerons un versement social unique. Toutes les allocations sociales (APL, RSA...) seront versées le même jour du mois, un trimestre maximum après la constatation des revenus (contre jusqu'à 2 ans aujourd'hui).	2017	Emmanuel Macron	En Marche !	3	2
Macron 71	"Nous créerons un "" accélérateur "" d'associations. Elles font un travail formidable, mais il est difficile pour elles de toucher tous leurs publics. Cette nouvelle structure sera chargée de déployer sur l'ensemble du territoire et en moins de 5 ans les associations les plus utiles à notre société."	2017	Emmanuel Macron	En Marche !	3	2
Macron 72	Nous mettrons en place la prise en charge à 100% des lunettes et des prothèses auditives et dentaires d'ici 2022, en lien avec les mutuelles et l'ensemble des professionnels de santé.	2017	Emmanuel Macron	En Marche !	3	2
Macron 73	Nous consacrerons 5 milliards d'euros de notre Plan d'investissement à la santé, notamment à la transformation de notre médecine de ville et de nos hôpitaux.	2017	Emmanuel Macron	En Marche !	3	2
Macron 74	Nous créerons un service sanitaire. 40 000 étudiants en santé consacreront 3 mois à des actions de prévention dans les écoles et les entreprises.	2017	Emmanuel Macron	En Marche !	3	2
Macron 75	Nous renforcerons le droit à l'oubli pour les personnes ayant été malades. Au moment de souscrire un emprunt ou un contrat d'assurance, les malades de cancers et de l'hépatite C n'auront plus à le mentionner dès 5 ans après leur rémission (contre 10 ans aujourd'hui). Nous l'étendrons aussi à de nouvelles maladies.	2017	Emmanuel Macron	En Marche !	3	2
Macron 76	Nous doublerons le nombre de maisons de santé. Pour lutter contre les déserts médicaux, ces maisons regrouperont des médecins, des infirmières, des orthophonistes, des kinésithérapeutes, des professionnels du sport.	2017	Emmanuel Macron	En Marche !	3	2
Macron 77	Nous donnerons accès à un(e) auxiliaire de vie scolaire à tous les enfants qui en ont besoin pour avoir une scolarité comme les autres. Ces AVS auront un emploi stable et un salaire décent.	2017	Emmanuel Macron	En Marche !	3	2
Macron 78	Nous augmenterons de 100 euros par mois l'Allocation Adulte Handicapé (AAH).	2017	Emmanuel Macron	En Marche !	3	2
Macron 79	Nous créerons un droit à l'erreur pour tous. Le cœur de la mission de l'administration ne sera plus la sanction mais le conseil et l'accompagnement, sauf en matière pénale, ou lorsque la sécurité est engagée. Par exemple, aujourd'hui, un employeur qui oublie de déclarer à l'URSSAF la prime de Noël qu'il verse à ses salariés est condamné à une amende. Il pourra demain faire valoir son droit à l'erreur. Aujourd'hui, des grands-parents qui hébergent leur petite-fille parce qu'elle vient de trouver un emploi près de chez eux doivent la déclarer à la CAF sous peine de perdre une partie de leurs allocations logement et de payer des pénalités. Ils pourront demain faire valoir leur droit à l'erreur et ne plus payer de pénalités.	2017	Emmanuel Macron	En Marche !	3	2
Macron 80	Nous passerons à la vitesse supérieure en ce qui concerne la numérisation de l'administration. Tous les renouvellements de documents officiels (carte d'identité, passeport, carte grise, etc.) devront pouvoir se faire en ligne, sans nécessité de se déplacer. Les horaires d'ouverture des services publics seront par ailleurs élargis aux soirées et au samedi pour s'adapter aux nouveaux modes de vie des Français.	2017	Emmanuel Macron	En Marche !	3	2
Macron 81	Nous donnerons aux préfets la capacité d'adapter l'organisation des services de l'État aux besoins de chaque région et département.	2017	Emmanuel Macron	En Marche !	3	2
Macron 82	Nous ne rajouterons aucune norme nationale aux normes européennes dans les secteurs agricole, maritime et de la pêche.	2017	Emmanuel Macron	En Marche !	3	2
Macron 83	Tous les services publics accueillant du public (hôpital, école, tribunal, CAF, etc.) seront tenus d'afficher leurs résultats en termes de qualité de service (ex : temps d'attente, taux de satisfaction, etc.) 	2017	Emmanuel Macron	En Marche !	3	2
Macron 84	Nous établirons dans chaque département un tribunal de première instance qui sera le guichet unique permettant un accès facilité au juge. Nous ne fermerons aucun site.	2017	Emmanuel Macron	En Marche !	3	2
Macron 85	Nous raccourcirons les délais de jugement pour les litiges inférieurs à 4000 euros. La procédure les concernant sera entièrement dématérialisée et la décision sera rendue en ligne.	2017	Emmanuel Macron	En Marche !	3	2
Macron 86	Nous proposerons une grande loi de moralisation de la vie publique. Elle  comprendra : - L'interdiction pour les parlementaires d'exercer des activités de conseil parallèlement à leur mandat, pour mettre fin aux conflits d'intérêt. Toutes leurs indemnités seront soumises à l'impôt. - L'interdiction de toute embauche par un élu ou un ministre d'un membre de sa famille. - L'interdiction du cumul de plus de trois mandats identiques successifs. - L'interdiction pour tous les détenteurs d'un casier judiciaire (niveau B2) de se présenter à une élection. - La suppression du régime spécial des retraites des parlementaires. Ils seront rattachés au régime général. - La présentation, par le président de la République, de son bilan national et européen une fois par an devant le Congrès.	2017	Emmanuel Macron	En Marche !	3	2
Macron 87	Nous améliorerons le renouvellement et le pluralisme de notre vie politique. - Nous réduirons d'environ un tiers le nombre de députés et de sénateurs. Ils disposeront de moyens supplémentaires pour faire leur travail. - Nous obligerons les formations politiques à respecter la parité dans la présentation de leurs candidats. Et nous diminuerons le financement public des formations politiques qui auront une représentation déséquilibrée en termes de parité. - Nous ferons de la procédure d'urgence la procédure par défaut d'examen des textes législatifs afin d'accélérer le travail parlementaire. - Nous entamerons une rénovation du fonctionnement parlementaire en limitant le nombre de mois pendant lesquels le Parlement légifère et en réservant plus de temps à l'évaluation et au contrôle de l'action du gouvernement, en s'appuyant sur les travaux de la Cour des comptes.	2017	Emmanuel Macron	En Marche !	3	2
Macron 88	Nous développerons la participation des citoyens. - Nous demanderons aux parlementaires de mettre en place des dispositifs innovants d'évaluation du travail parlementaire et législatif (jurys citoyens, compte-rendus de mandat via les réseaux sociaux...). - Nous encouragerons les communes à développer les budgets        participatifs, c'est-à-dire à consulter directement les citoyens sur l'utilisation de l'argent public.	2017	Emmanuel Macron	En Marche !	3	2
Macron 89	Nous exonérerons de la taxe d'habitation tous les Français des classes moyennes et populaires (soit 80% des ménages). C'est un impôt injuste : on paye souvent beaucoup plus quand on vit dans une commune populaire que dans une commune riche. Dès 2020, 4 Français sur 5 ne paieront plus la taxe d'habitation, et l'État remboursera entièrement auprès des communes leur manque à gagner, à l'euro près, en préservant leur autonomie fiscale.	2017	Emmanuel Macron	En Marche !	3	2
Macron 90	Nous couvrirons en très haut débit ou en fibre l'ensemble du territoire. Ce sera fait d'ici la fin du prochain quinquennat, pour ne laisser aucun territoire à la traîne de la transition numérique. Les opérateurs téléphoniques doubleront la couverture mobile en zone rurale pour réduire les zones sans réseau, et l'État prendra ses responsabilités partout où cela est nécessaire.	2017	Emmanuel Macron	En Marche !	3	2
Macron 91	Nous réduirons le millefeuille administratif. Nous supprimerons au moins un quart des départements, là où ils peuvent être rapprochés de l'une de nos grandes métropoles.Nous accélérerons la construction de logements là où c'est nécessaire. Nous mettrons en place des procédures accélérées dans les zones où le logement coûte trop cher. Cela permettra de construire plus vite des logements et de faire baisser les prix de l'immobilier.	2017	Emmanuel Macron	En Marche !	3	2
Macron 92	Nous réformerons radicalement notre politique des transports. Car l'enjeu n'est plus de construire partout des autoroutes, des aéroports et des lignesde TGV. C'est, grâce à notre Plan d'investissement, de moderniser les réseaux existants et de développer de nouveaux services pour que tous les territoires soient raccordés efficacement aux lieux de travail, d'éducation, de culture ou de soins.	2017	Emmanuel Macron	En Marche !	3	2
Macron 93	Nous lancerons un Plan de Transition Agricole de 5 milliards d'euros. Il soutiendra tous les projets de montée en gamme des exploitations, d'adaptation aux normes environnementales et de bien-être animal.	2017	Emmanuel Macron	En Marche !	3	2
